物流公司货车司机,货运司机,2人,上海松江新桥松江区新桥镇工业区,电镀公司,其它行业,民营,20人以下,诚信等级：,,岗位职责:负责公司接送货物任职资格:有工作经验者有限工作时间: 不定,个人经营，镀鉻，工资面议，包食宿，个人经营，镀鉻，工资面议，包食宿，个人经营，镀鉻，工资面议，包食宿，个人经营，镀鉻，工资面议，包食宿，
面包车驾驶员执C照,货运司机,1人,上海浦东洋泾浦东洋泾羽山路,上海渠海商贸有限公司,其它行业,民营,20人以下,诚信等级：,,岗位职责:送货。任职资格:工作时间:做五休二,上海渠海商贸有限公司是一家民营公司，公司涉足多个领域，需要有识之士的加盟。
驾驶员,货运司机,15人,上海金石南路887号,忠有物流,其它行业,其他,20人以下,诚信等级：,,岗位职责：需要完成什么样的工作任职资格：年龄、性别工作经验等要求工作时间：上班时间段（如：早上9：00~下午2：00）,本公司需要招聘15名半挂车驾驶员（A2驾驶证），驾驶油罐车运输沥青，送货基本在江浙沪一带，月薪大概7000-10000，交社保
急招b证司机。待遇好商量,货运司机,2人,上海青浦区徐泾镇高泾路328号,新马泰足浴城,保健按摩,民营,20人以下,诚信等级：,,固定路线，没压力。有意电话联系,欢迎来电咨询，你的选择不会有错。期待你们来加入我们这个大家庭
面包车送货司机,货运司机,1人,上海九新公路818号D栋308室,上海赛奕实业有限公司,能源/矿产/采掘/冶炼,国企,20人以下,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、5年以上实际驾驶经验，熟悉本地路况；　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、为人踏实、老实忠厚，责任心强，。工作时间：早九晚六,各领域LED照明产品零售、批发及工程， 现已涉及高星级酒店，知名品牌服装、鞋帽，内外资工厂，商场，办公楼等。年营业额数千万。公司业务发展迅速，现需招聘相关人才加入。
直招B2货运驾驶员,货运司机,3人,上海上海嘉定[不限],海周物业有限公司,贸易/交通/运输/物流,民营,20-99人,诚信等级：,,任职资格：1、年龄28-45岁，B2本，5年以上实际驾驶经验，有货运资格证，熟悉本地路况；　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；工资待遇：保底5000员/月，帮忙干活保底8000元/月，有活就干没活就休息，长白班，包吃住,经营范围： 国内货运代理；国际货运代理；从事装卸、搬运业务；物流配送信息系统、计算机及网络系统技术开发；经营进出口业务；供应链管理及相关配套服务；物流方案设计；物流信息咨询；（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。^港口服务，包括：港口船舶引航服务；港口拖船服务；集装箱装拆服务；货运船舶停靠和物资供应服务;国际船舶运输、代理、管理业务、无船承运。；
羿丽速运高薪诚聘货运司机,货运司机,4人,上海静安南京西路洛川路816号,上海羿丽速运有限公司,贸易/交通/运输/物流,民营,20-99人,诚信等级：,,1.司机必须遵守《中华人民共和国交通管理条例》及有关交通安全管理的规章法则，信守劳动合同，努力学习提高驾驶员的思想素质，业务水平，服务态度和操作技术等技能水平。防范车辆事故发生，安全驾车。2.不得随意将车辆转交他人驾驶，特别是绝不能交给无证人员驾驶，禁止公车私用。3.司机必须时常检查所开车辆各种证件有效期，出车时保证证件齐全，保证人身和货物的安全。4.司机必须爱惜工厂车辆，平日要注意车辆的保养，确保车辆正常行驶。5.司机必须严格执行考勤制度，无故缺勤者，一律按旷工处理。6.严禁司机酒后驾驶，行驶中注意力要集中，严禁有吸烟、打电话等有碍驾驶的动作。7.司机每次出车前，应检查车辆重大部件安全性，定期加气加油，。8.司机离开车辆时，必须锁好保险锁，防止车俩被盗。9.完成厂长布置的其他临时性工作。,"羿丽速运一家大型注重与网络开发的企业，现与多家知名企业合作推出一款新型020模式用车平台（羿丽速运）的APP,为客户提供了快捷用车的优点省钱，省力，省时间，下单3秒快速响应接单，公司经营范围：货运，搬家，商城，网站APP技术开发，汽车租凭，道路货物运输，建材电器家具上门搬家，出行用车，企业用车，旅游用车，婚庆用车，同城拉货，价格低，上门快，服务有保障，我们的司机24小时为您贴心服务"
诚招带车货运司机,货运司机,5人,上海黄浦西藏南路西藏南路1313号,上海羿丽速运有限公司,贸易/交通/运输/物流,民营,20-99人,诚信等级：,,"1. 负责营销系统员工的人事档案的日常维护工作。2. 办理员工录用、登记、入职、任免、迁调、奖惩和离职等具体手续。3. 接听、转接电话；接待来访人员。4. 负责办公室的文秘、信息、机要和保密工作，做好办公室档案收集、整理工 作。5. 负责传真件的收发工作，传真信息必须在五分钟内送达相关人员，6. 负责收发管理报纸、信函；7. 负责考勤和加班申报单的报表与汇总，并起到有效监督和引导作用。8. 协助其他部门的工作，并和其他部门友好相处。9. 负责总经理办公室的清洁卫生：如烟缸不得超过十个烟蒂，访客离去后，十 分钟内必须清洗好烟缸、茶 杯。10. 负责接待工作：如有访客进入接待厅，应抬头行注目礼“您好,请问找谁”,并 请访客入坐，请示后引入相关区域，在一分钟内端上茶水， 并负责加水、更新烟缸；11. 总机服务工作：铃响三声内必须接听，“您好，‘XX 公司‘。”；若自动转拨， 三分钟内必须转为人工；来电找“总经理”，判定是广告类， 不应直接转入，应问清何事后转接相关部门；12. 安全工作：下班前检查复印机关机，关闭所有电源，负责关好门窗；13.上面交办的其它临时工作。","羿丽速运一家大型注重与网络开发的企业，现与多家知名企业合作推出一款新型020模式用车平台（羿丽速运）的APP,为客户提供了快捷用车的优点省钱，省力，省时间，下单3秒快速响应接单，公司经营范围：货运，搬家，商城，网站APP技术开发，汽车租凭，道路货物运输，建材电器家具上门搬家，出行用车，企业用车，旅游用车，婚庆用车，同城拉货，价格低，上门快，服务有保障，我们的司机24小时为您贴心服务"
驾驶员4500包食宿,货运司机,1人,上海上海杨浦军工路1179,郎云市政有限公司,建筑/装修,民营,20-99人,诚信等级：,,岗位职责：1、服从管理与调度、听从安排，严格遵守工地和项目部的规章制度；3、协助现场施工人员对市政管道的检测、保养、清理修复等作业；4、加强安全意识和责任，保证行车和施工现场的作业安全。任职资格：1、年龄30-45岁，C照或B2照以上，3年以上驾龄；2、为人踏实、老实忠厚，能吃苦耐劳、责任心强；3、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识。工作时间：服从安排,公司专业从事市政工程类的，管道CCTV检测，管道清淤、管道修复、CIPP修复。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
小货车司机,货运司机,2人,上海上海闵行繁兴路1000弄958号,上海斗猫餐饮有限公司,酒店/餐饮,合资,100-499人,诚信等级：,,岗位职责：1.认真完成公司的派车任务要求，配合酒厂货运安排。2.按公司要求去指定地方提货运送回公司各个餐厅分店；3.安全驾驶，正确执行驾驶操作规程，严禁酒后开车，保证安全行车。4.做好车辆的维护、保养工作，保持车辆常年整洁和车况良好。5.负责车辆的年检、换证、换照等工作。6.熟悉交通法规、路况和车辆性能，不断提高自己的技术水平和积累行车经验。7. 完成领导交办的其它工作任务。任职资格：1.身体健康，没有影响工作的疾病，劳动技能符合工作岗位的要求。2.严格遵守甲方的各项规章制度。3.乙方持有有效驾照，5年以上驾龄，熟悉《交通安全法规》，路况和车辆性能。4.具有良好的驾驶技术和安全服务意识，严谨敬业、有责任心。5.工作积极主动，能够适应驾驶员弹性工作时间。6.能够服从公司的劳动安排包括岗位调整，工作地点调整。工作时间：做六休一，8小时工作制（不含吃饭时间）工作地点：市区薪资待遇：基本工资4500-5000，餐补12元/工作日上班地址：闵行区繁兴路1000弄,"上海斗猫餐饮有限公司,亦称拳击猫啤酒屋（www.boxingcatbrewery.com），成立于2008 年4 月，注册资金一千四百万美金，是中外合资集餐饮娱乐于一体的餐饮连锁店，也是最具特色的现代自酿啤酒餐厅。我们不仅带来美轮美奂的南部美食，还有最佳的世界古法酿造啤酒。采用最价高质优的麦芽，啤酒花，单细胞酵母培养液，以及经过专门处理和过滤和水以酿成德国淡啤，英式麦芽酒，欧式啤酒以及最新的美式啤酒。各式啤酒均由我们多次获奖的酿酒大师Michael Jordan 就地酿制。他来自美国太平洋西北区，酿酒经验丰富，并取得许多荣誉和成就，包括像澳洲国际啤酒大奖这样的世界顶级精酿啤酒大赛的卓越奖章。他“亲自操刀”的酿酒手法之优秀在啤酒屋里产出的每一滴啤酒里体现出来，每品脱啤酒的质量都尽善尽美。我们务求将我们的啤酒和佳肴带给来自四面八方所有热爱美食的你。我们公司目前在上海地区有六家连锁餐厅，分别位于徐汇区的中心地段淮海路1028号嘉华坊、复兴中路519-521号、复兴西路82号、长宁区遵义路100号虹桥南丰城、黄浦区太仓路181弄19号、静安区南京西路1376号120室（上海商城内），平均每家分店的占地面积约为500 平米，人均消费为150 元/人， 目前公司在职员工约为200 人。在人力配备方面，我们拥有设备完善的酿酒公坊、技术熟稔的酿酒大师、专业的烹饪团队以及一群热情乐观的服务人员，欢迎您到拳击猫来，叫上一杯古法自制的精酿麦芽酒或德国淡啤及各式美食，坐下来闲聊，享受休闲一刻，欣赏上海这个美丽的城市的各个角落！由于公司业务扩张，目前我们在招的职位有：西餐厅服务员、传菜员、吧台服务员、领位员、厨师、收银员、主管等职位。以上岗位实习生及应届毕业生均可，我们需要活泼，开朗，热情，主动积极的你加入我们的团队。只要你喜欢餐饮，充满服务热情，乐于接受挑战，拳击猫啤酒屋欢迎你的加入！有意向者，每日下午5点后均可去以上门店找餐厅经理面试！"
