BRAND,COMPANY,FINANCIAL AMOUNT,ROUNDS,INVESTORS,INDUSTRY,TIME
DataMip数据米铺,数营米谱（上海）网络科技有限公司,3000万人民币,A+轮,天弘基金原龙投资,企业服务,2017/5/18
千秋岁文化,北京千秋岁文化传播有限公司,近亿人民币,A轮,弘毅投资,文体娱乐,2017/5/18
竞彩猫,北京卡特猫网络科技有限公司,5000万人民币,B轮,芒果文创基金头头是道骅伟基金,内容产业,2017/5/18
艺网,北京艺网网络科技有限公司,数千万人民币,Pre-A,,文体娱乐,2017/5/18
VG娱乐,上海睿被特文化发展有限公司,近千万元人民币,Pre-A,晨曜资本,文体娱乐,2017/5/18
柏睿数据RapidsDB,威讯柏睿数据科技（北京）有限公司,数千万人民币,B轮,国科嘉和,企业服务,2017/5/18
CEEWA Sport奇蛙无...,南京奇蛙智能科技有限公司,数千万人民币,A轮,云启资本方广资本,硬件,2017/5/18
Qupital,Qupital,200万美元,种子轮,阿里资本/阿里巴巴概念资本DRLCapitalAriaGroup,电子商务,2017/5/18
完美幻境,完美幻境（北京）科技有限公司,数千万人民币,战略投资,浩方创投,硬件,2017/5/18
竖视科技,上海竖视文化科技有限公司,6000万人民币,A+轮,安持资本,文体娱乐,2017/5/18
0glass,深圳增强现实技术有限公司,数千万人民币,A轮,明照资本铭道资本,ARVR,2017/5/18
熊猫车险,北京易特创思科技有限公司,5000万人民币,A轮,新浚资本启赋资本联想之星九果投资,互联网金融,2017/5/18
纵横商户钱包,浙江纵横新创科技有限公司,数千万人民币,天使轮,曲速资本天使湾创投华柏资产野风集团,互联网金融,2017/5/18
深鉴科技,北京深鉴科技有限公司,数千万美元,A轮,联发科MTK高榕资本金沙江创业投资基金方和资本清华控股赛灵思,企业服务硬件,2017/5/18
肆客足球,球多多（北京）网络科技有限公司,数千万人民币,A轮,聚合资本郑南雁,内容产业,2017/5/18
嘻哈包袱铺,北京晓攀文化传媒有限公司,数千万人民币,A+轮,光信资本,文体娱乐,2017/5/17
鸿鹊科技,上海鸿鹊信息科技有限公司,未公开,A轮,星河互联,企业服务,2017/5/17
壹季体能,北京阳光体慧体育文化发展有限公司,2300万人民币,A轮,顺为资本元讯基金,文体娱乐,2017/5/17
彬彬有理,北京彬彬有礼网络科技有限公司,数千万人民币,A轮,考拉资本方荣品投资艺进娱辉,内容产业,2017/5/17
91征信,北京小崔时代信息服务有限公司,数千万人民币,B轮,银之杰,金融支付,2017/5/17
虎牙直播,广州华多网络科技有限公司,7500万美元,A轮,亦联资本MorningsideVentureCapital晨兴资本高榕资本董荣杰李学凌中国平安保险海外(控股)有限公司,游戏动漫,2017/5/17
GLXSS,北京亮亮视野科技有限公司,1000万美元,B轮,蓝驰创投经纬中国,硬件,2017/5/17
众趣科技,众趣（北京）科技有限公司,1000万人民币,Pre-A,英诺天使基金德联资本,ARVR,2017/5/17
博纳影业,博纳影业集团有限公司,3亿人民币,战略投资,万达院线,内容产业,2017/5/16
易约精英,广州易约信息科技有限公司,2000万人民币,Pre-A,,社交,2017/5/16
雷蛇Razer,雷蛇（亚太）私人有限公司,数千万美元,战略投资,HorizonsVentures,硬件,2017/5/16
巨鲸科技Gululu,,数百万美元,Pre-A,陆兆禧,硬件,2017/5/16
CBD迷你仓,中国迷你仓有限公司,2800万美元,A+轮,汇贯南丰,电子商务生活消费,2017/5/16
编程猫,深圳点猫科技有限公司,1500万人民币,B轮,北京盛通知行教育科技有限公司,教育,2017/5/16
发源地,建源网络科技有限公司,数千万人民币,Pre-A,众合创投众善创投鼎鑫资本,企业服务,2017/5/16
斐动体育,斐动体育发展（上海）有限公司,1.2亿人民币,战略投资,柏富控股,文体娱乐,2017/5/16
中安金控,中安金控有限公,2.2亿人民币,A轮,海通证券/海通开元华信资本弘信资本信雅达盈都汇,互联网金融,2017/5/15
CloudIn云英,北京云英传奇技术有限公司,7000万人民币,A轮,达晨创投云启资本,企业服务,2017/5/15
挖财网,杭州挖财互联网金融服务有限公司,4200万美元,战略投资,国开金融宽带资本新天域资本启明创投汇桥资本,互联网金融,2017/5/15
方块熊乐园,北京一起成长文化传媒有限公司,数百万人民币,天使轮,五岳天下资本,文体娱乐,2017/5/15
菜嬷嬷,苏州钱到到网络科技服务有限公司,数千万人民币,Pre-A,和盟创投金娱投资伯藜创投,企业服务,2017/5/15
艺术小红花,北京大艺博展文化传播有限公司,1000万人民币,天使轮,盈峰资本珞珈基金,移动互联网,2017/5/15
依图科技,依图网络科技有限公司,3.8亿人民币,C轮,云锋基金红杉资本中国基金高榕资本真格基金高瓴资本,人工智能,2017/5/15
珑璟光电,深圳珑璟光电技术有限公司,数百万人民币,天使轮,水木资本,硬件,2017/5/15
锐锢商城,上海鑫谊麟禾科技有限公司,数亿人民币,B轮,成为资本源码资本,电子商务,2017/5/15
公信宝,杭州市存信数据科技有限公司,数百万人民币,天使轮,真格基金李笑来,企业服务,2017/5/15
健客网,广东健客医药有限公司,5000万美元,A+轮,永柏资本火山石资本Asia-PaceCommerce,医疗健康,2017/5/15
自客,广州老虎信息科技有限公司,数千万人民币,A轮,火山石资本高榕资本,企业服务,2017/5/15
魅动力,北京魅动力教育咨询有限公司,数千万人民币,B轮,头头是道基金熙金资本真顺基金,移动互联网,2017/5/13
吉刻联盟,呀谧网络科技（上海）有限公司,数百万人民币,Pre-A,洪晟观通基金,生活消费,2017/5/12
Facethink,德麟科技（北京）有限公司,1000万人民币,Pre-A,好未来,人工智能,2017/5/12
小狗电器,小狗电器（北京）有限公司,1.5亿人民币,IPO,天鹰资本广发信德,硬件,2017/5/12
功夫豆,江苏快秀信息技术有限公司,3000万人民币,Pre-A,分众传媒,营销广告,2017/5/12
果酱音乐,南京凡米网络科技有限公司,1500万人民币,A轮,娱乐工场梅花天使创投汪峰,内容产业,2017/5/12
TapTap,易玩（上海）网络科技有限公,1.5亿人民币,战略投资,飞鱼科技心动网络厦门吉比特网络,游戏动漫,2017/5/12
影大人,北京影大人科技有限公司,数百万人民币,Pre-A,,金融支付,2017/5/12
XSKY星辰天合,星辰天合(北京)数据科技有限公司,1.2亿人民币,B轮,启明创投红点投资北极光创投,企业服务,2017/5/12
找木网,上海找木信息科技有限公司,数千万人民币,A轮,香港中投投资有限公司,电子商务,2017/5/12
郁野科技,北京郁野科技有限公司,数百万人民币,天使轮,蓝杉资本,游戏动漫,2017/5/11
法海风控,北京鼎泰智源科技有限公司,数千万人民币,A轮,雪杉资本绿禾资本,金融支付,2017/5/11
无锡华云数据,无锡华云数据技术服务有限公司 ,5亿人民币,D轮,通江投资海通创意资本,云服务,2017/5/11
肯耐珂萨,上海润杰企业管理咨询服务有限公司,2亿人民币,C轮,东方富海MorganStanley摩根士丹利光大证券申万宏源证券,企业服务,2017/5/11
铁牛养车,山东铁牛汽车科技有限公司,未公开,Pre-A,,电子商务交通出行,2017/5/11
易鑫车贷,北京易鑫信息科技有限公司,40亿人民币,战略投资,腾讯产业共赢基金/腾讯易车网东方资产顺丰创始人王卫,金融支付,2017/5/11
七彩单车,深圳前海七彩单车科技有限公司,1000万人民币,不明确,,交通出行共享经济,2017/5/11
博云视觉,博云视觉（北京）科技有限公司,数千万人民币,天使轮,,工具软件,2017/5/11
楼里楼外,长春优狐科技开发有限公司,500万人民币,Pre-A,吉林省科技投资基金有限公司,O2O,2017/5/11
彩虹律师网,上海九加信息科技有限公司,800万人民币,天使轮,晟初基金,企业服务,2017/5/11
清智科技,天津清智科技有限公司,,种子轮,联想之星,交通出行,2017/5/10
曼科传媒,北京融途曼科广告有限公司,1000万人民币,战略投资,俺来也梵谋文化传媒集团有限公司,营销广告,2017/5/10
News Break,Particle Media Inc,数千万美元,B轮,网易IDG资本真格基金,内容产业,2017/5/10
叁体科技,杭州叁体网络科技有限公司,数百万人民币,天使轮,富鑫创投,企业服务,2017/5/10
聚土网,重庆智动云科技有限公司,数千万人民币,A+轮,京东,金融支付新农业,2017/5/10
博云BoCloud,苏州博纳讯动软件有限公司,1亿人民币,B轮,东方富海元禾原点华泰瑞麟(华泰证券)邦盛资本,企业服务,2017/5/10
涂鸦科技,杭州涂鸦科技有限公司,2000万人民币,Pre-A,,硬件,2017/5/10
魔宝电源,深圳市摩普电子科技有限公司,1000万人民币,天使轮,水木资本,硬件,2017/5/10
视氪科技,杭州视氪科技有限公司,1000万人民币,天使轮,元禾原点华睿投资六和桥资本锦聚资本,硬件,2017/5/10
巨匠汇,深圳市巨匠汇网络信息有限公司,1000万人民币,Pre-A,北京文化,文体娱乐,2017/5/10
禾赛科技,上海禾赛光电科技有限公司,1.1亿人民币,A轮,高达投资将门创投磐古金服创投远瞻资本,硬件物联网,2017/5/10
旭新医联,长沙华南微创医疗设备贸易有限公司,300万人民币,天使轮,聚创造,医疗健康,2017/5/10
马力冷运,江西马力网络信息科技有限公司,未公开,种子轮,,物流,2017/5/9
热云科技,北京热云科技有限公司,1亿人民币,B轮,泰达科投,企业服务,2017/5/9
云充吧,深圳市云充吧科技有限公司 ,2500万人民币,A轮,友宝Ubox,硬件,2017/5/9
麻省医疗国际,美域国际健康管理（北京）有限公司,7500万人民币,B轮,复星同浩,医疗健康,2017/5/9
Molbase摩贝,上海摩库数据技术有限公司,数亿人民币,D轮,红杉资本中国基金挚信资本创新工场复星昆仲资本VANGOO盘古创富,电子商务,2017/5/9
美味生活HowLiving,美味生活股份有限公司,1000万人民币,天使轮,点亮资本西藏猎鹰天使创投,生活消费,2017/5/9
丝芭传媒SNH48,上海丝芭文化传媒有限公司,数亿人民币,C轮,招银国际华人文化产业基金君联资本,内容产业,2017/5/9
咸鱼游戏,深圳市星河互动科技有限公司,1.8亿人民币,B+轮,曜为资本华谊兄弟,游戏动漫,2017/5/9
黄金钱包G-banker,北京盈衍网络科技有限公司,2亿人民币,C+轮,软银中国光控众盈新产业基金惠科资本渤海中盛,金融支付,2017/5/9
泽众康,北京泽众康医药科技有限公司,200万人民币,种子轮,北京医启创咨询服务合伙企业,医疗健康,2017/5/9
无忧保姆网,北京家事无忧家政服务有限公司,1000万人民币,A+轮,百姓网,生活消费,2017/5/8
邦盛科技,浙江邦盛科技有限公司,1.6亿人民币,B+轮,方广资本君联资本基石资本MFund魔量资本弘竞资本星禄投资,互联网金融,2017/5/8
工品汇,苏州工品汇信息科技有限公司,5000万人民币,A+轮,九合创投微光创投,电子商务,2017/5/8
海盗虾饭,千寻百味（北京）餐饮管理有限公司,数百万人民币,战略投资,北京优鼎优餐饮股份有限公司,生活消费,2017/5/8
永乐互娱,北京春秋永乐互娱文化有限公司,数千万人民币,A轮,,文体娱乐,2017/5/8
运动保,深圳前海运动保网络科技有限公司,数百万人民币,天使轮,璀璨资本前海长城基金,互联网金融,2017/5/8
篮球客,厦门篮球客信息科技有限公司,300万人民币,天使轮,厦门富育恒投资管理有限公司,文体娱乐,2017/5/8
店达,上海店达信息技术有限公司,8000万人民币,B轮,顺为资本空中网德同资本合力投资EmpowerInvestment充澄资本时空五星基金,电子商务,2017/5/8
好孕帮,明锐思成（北京）信息科技有限公司,数千万人民币,B轮,重山资本,医疗健康,2017/5/8
执惠旅游,北京执惠旅游文化传播有限公司,2000万人民币,A+轮,春晓资本品途集团左驭资本,旅游户外,2017/5/8
非常电,静信信息技术（上海）有限公司,数百万人民币,种子轮,早驰资本,硬件,2017/5/8
Hi电,上海数朋网络科技有限公司,1亿人民币,A轮,光速安振,硬件,2017/5/8
小电,北京伊电园网络科技有限公司 ,3.5亿人民币,B轮,红杉资本中国基金高榕资本腾讯产业共赢基金/腾讯,硬件,2017/5/8
安心公寓,上海锐诩酒店管理有限公司,数亿人民币,B+轮,东方富海PCP投资,房产,2017/5/6
猪了个球,嘉兴市单身狗贸易有限公司,1000万人民币,Pre-A,马笛尔创投,共享经济,2017/5/5
橙果空间,橙果空间,数百万人民币,天使轮,博伟智鸿,企业服务,2017/5/5
满屋家居,杭州巨梦科技有限公司,数千万人民币,Pre-A,新天域资本娱乐工场,ARVR,2017/5/5
星游娱乐,北京星游娱乐传媒有限公司,1000万人民币,Pre-A,宸帆电商,文体娱乐,2017/5/5
捞月狗,海南乐昕网络科技有限公司,4000 万人民币,B+轮,SIG海纳亚洲,游戏动漫,2017/5/5
路怒宝,重庆车车盈网络科技有限公司,3000万人民币,Pre-A,同禾资本东风小康产业基金,交通出行,2017/5/5
云麦好轻,珠海云麦科技有限公司,数千万美元,B轮,LBInvestment信文资本明势资本,硬件医疗健康,2017/5/5
特斯联科技,特斯联(北京)科技有限公司,1亿美元,A+轮,,硬件,2017/5/5
一手APP,广州富米科技有限公司,400万人民币,天使轮,天使湾创投,电子商务移动互联网,2017/5/5
育儿问一问,苏州问一问健康管理咨询有限公司,数千万人民币,不明确,水木泽华基金,医疗健康,2017/5/5
钛米机器人,上海钛米机器人科技有限公司,4000万人民币,A轮,IDG资本国科嘉和科沃斯创徒基金,硬件,2017/5/5
街电科技,深圳街电科技有限公司,3亿人民币,战略投资,聚美优品,硬件,2017/5/5
Antiwiki,北京全息智库文化科技有限公司,数百万人民币,天使轮,小村资本,文体娱乐,2017/5/4
火游科技,武汉火游网络科技有限公司,1500万人民币,天使轮,知卓资本协同创新基金,ARVR,2017/5/4
昆仑决,青海昆尚文化传媒有限公司,数千万美元,B+轮,亿润投资前海梧桐并购基金MorningsideVentureCapital晨兴资本北极光创投,内容产业,2017/5/4
星环科技,星环信息科技（上海）有限公司,2.35亿人民币,C轮,腾讯产业共赢基金/腾讯前海勤智基石资本兴瑞智新,企业服务,2017/5/4
商理事,深圳市由心网络科技有限公司,1000万人民币,Pre-A,雨和资本三和系资本,企业服务,2017/5/4
观数科技,北京观数科技有限公司,1500万人民币,Pre-A,,大数据,2017/5/3
